identifier,player,full_name,format,span_bat,mat_bat,inns_bat,no,runs_bat,hs,ave_bat,bf,sr_bat,100,50,ducks,4s,6s,span_bowl,mat_bowl,inns_bowl,balls,runs_bowl,wkts,bbi,ave_bowl,econ,sr_bowl,4,5,bbm,10,overs,mdns,total_contribution,ar_rating
bf1d7d3e,Mahmudullah,Mahmudullah Riyad,T20I,2007-2024,141,130,26,2444,64*,23.5,2082,117.38,0,8,5,184,77,2007-2024,141,80,0,1135,41,03-Oct,27.68,7.16,23.1,0,0,0,0,158.2,2,3264,-4.18
9de62878,Shadab Khan,Shadab Khan,T20I,2017-2026,122,67,17,979,52,19.58,684,143.12,0,1,6,68,50,2017-2026,122,113,0,2927,123,04-Aug,23.79,7.33,19.4,3,0,0,0,399.1,3,3439,-4.21
e4a0deae,MJ Santner,Mitchell Santner,T20I,2015-2026,131,87,37,974,77*,19.48,749,130.04,0,2,6,81,35,2015-2026,131,126,0,3233,136,04-Nov,23.77,7.24,19.6,3,0,0,0,446,3,3694,-4.29
28131839,MA Leask,Michael Leask,T20I,2013-2026,78,65,9,897,58,16.01,700,128.14,0,1,5,59,46,2013-2026,78,59,0,1200,59,Apr-17,20.33,7.57,16.1,1,0,0,0,158.3,0,2077,-4.32
db95ddeb,Sarfaraz Ali,Sarfaraz Ali,T20I,2019-2024,52,52,3,1050,69*,21.42,722,145.42,0,6,4,91,78,2019-2024,52,46,0,981,38,04-Dec,25.81,7.2,21.5,2,0,0,0,136.1,0,1810,-4.39
49118dc7,SO Ngoche,Shem Ngoche,T20I,2010-2025,104,65,20,566,41*,12.57,517,109.47,0,0,10,46,18,2010-2025,104,101,0,2042,120,Apr-14,17.01,5.89,17.3,3,0,0,0,346.4,14,2966,-4.44
fc55ec67,MR Adair,Mark Adair,T20I,2019-2026,100,70,15,844,72,15.34,656,128.65,0,1,6,57,40,2019-2026,100,100,0,2812,142,Apr-13,19.8,7.82,15.1,4,0,0,0,359.3,3,3684,-4.46
a9a18e3e,Imran Anwar,Imran Anwar,T20I,2019-2026,104,70,6,1190,87,18.59,955,124.6,0,7,10,71,80,2019-2026,104,100,0,2192,95,Apr-24,23.07,7.33,18.8,1,0,0,0,298.5,6,3090,-4.48
5d77a96a,Umar Adam,Umar Adam,T20I,2019-2024,46,45,1,783,56,17.79,589,132.93,0,4,5,62,45,2019-2024,46,43,0,1114,50,03-Nov,22.28,7.82,17,0,0,0,0,142.2,1,1783,-4.49
29ee9bf9,K Nassoro,Kassim Nassoro,T20I,2021-2025,75,61,11,896,60,17.92,924,96.96,0,2,4,83,15,2021-2025,75,61,0,1065,47,Apr-14,22.65,6.48,20.9,1,0,0,0,164.2,4,1836,-4.73
abbdca1a,PM Seelaar,Pieter Seelaar,T20I,2008-2021,77,46,12,591,96*,17.38,532,111.09,0,1,1,43,12,2008-2021,77,64,0,1290,58,Apr-19,22.24,6.83,19.5,1,0,0,0,188.4,4,1751,-4.86
3ff033bb,MD Shanaka,Dasun Shanaka,T20I,2015-2026,129,116,24,1833,74*,19.92,1453,126.15,0,7,16,127,98,2015-2026,129,74,0,1113,44,Mar-16,25.29,8.17,18.5,0,0,0,0,136.1,1,2713,-5.37
afe57f7a,SC Williams,Sean Williams,T20I,2006-2025,85,84,8,1805,77,23.75,1407,128.28,0,12,7,178,44,2006-2025,85,77,0,1433,49,Mar-15,29.24,6.92,25.3,0,0,0,0,207,0,2785,-5.49
62af8546,Mohammad Nabi,Mohammad Nabi,T20I,2010-2026,152,140,30,2448,89,22.25,1795,136.37,0,7,9,167,124,2010-2026,152,138,0,3028,109,04-Jul,27.77,7.31,22.7,4,0,0,0,413.4,5,4628,-5.52
c988daa1,I Takahashi,Itsuki Takahashi,T20I,2022-2025,46,42,6,543,39*,15.08,432,125.69,0,0,5,38,26,2022-2025,46,44,0,690,33,03-Oct,20.9,5.98,20.9,0,0,0,0,115.2,1,1203,-5.82
9f77963a,Gulbadin Naib,Gulbadin Naib,T20I,2012-2026,85,72,20,1070,63,20.57,871,122.84,0,4,8,78,49,2012-2026,85,50,0,925,35,Apr-20,26.42,7.96,19.9,1,0,0,0,116.1,1,1770,-5.85
9cb8d7a6,Imad Wasim,Imad Wasim,T20I,2015-2024,75,50,15,554,64*,15.82,426,130.04,0,1,6,55,12,2015-2024,75,74,0,1588,73,May-14,21.75,6.2,21,1,1,0,0,256,4,2014,-5.93
bb351c23,MM Ali,Moeen Ali,T20I,2014-2024,92,75,17,1229,72*,21.18,863,142.41,0,7,9,88,68,2014-2024,92,71,0,1384,51,Mar-24,27.13,8.31,19.5,0,0,0,0,166.3,1,2249,-5.95
f6c2659d,Aizaz Khan,Aizaz Khan,T20I,2014-2025,96,83,17,1026,48*,15.54,937,109.49,0,0,7,71,27,2014-2025,96,87,0,2130,99,Apr-26,21.51,7.89,16.3,2,0,0,0,269.5,4,3006,-5.97
33b3d2df,GJ Delany,Gareth Delany,T20I,2019-2026,91,77,16,1245,89*,20.4,930,133.87,0,4,4,97,58,2019-2026,91,74,0,1562,59,Mar-16,26.47,7.57,20.9,0,0,0,0,206.2,1,2425,-6.07
e94915e6,SM Curran,Sam Curran,T20I,2019-2026,72,46,15,638,58,20.58,493,129.41,0,2,0,35,31,2019-2026,72,68,0,1760,66,05-Oct,26.66,8.64,18.5,0,1,0,0,203.3,2,1958,-6.08
2bcbcac3,A Limdawala,Ali Limdawala,T20I,2022-2025,53,41,5,659,68,18.3,723,91.14,0,3,2,48,16,2022-2025,53,38,0,688,28,Apr-23,24.57,7.22,20.3,1,0,0,0,95.1,1,1219,-6.27
0dc00542,Shahid Afridi,Shahid Afridi,T20I,2006-2018,99,91,12,1416,54*,17.92,944,150,0,4,8,103,73,2006-2018,99,97,0,2396,98,04-Nov,24.44,6.63,22.1,3,0,0,0,361.2,4,3376,-6.52
8f6dd463,Azmatullah Omarzai,Azmatullah Omarzai,T20I,2022-2026,66,55,10,808,53,17.95,641,126.05,0,1,6,49,39,2022-2026,66,61,0,1328,54,04-Sep,24.59,8.18,18,3,0,0,0,162.2,1,1888,-6.64
f092b4c7,Janak Prakash,Janak Prakash,T20I,2019-2024,43,41,12,588,56,20.27,467,125.91,0,1,2,37,24,2019-2024,43,43,0,1295,48,Mar-15,26.97,8.67,18.6,0,0,0,0,149.2,1,1548,-6.7
57fcfd3b,S Muniandy,Syed Aziz Muniandy,T20I,2019-2025,112,88,23,1106,60*,17.01,959,115.32,0,1,6,76,40,2019-2025,112,53,0,1201,50,Apr-13,24.02,8.28,17.4,3,0,0,0,145,1,2106,-7.01
8088632c,C Rubagumya,Claude Rubagumya,T20I,2021-2025,91,75,14,834,40,13.67,981,85.01,0,0,11,52,13,2021-2025,91,68,0,1348,63,03-May,21.39,7.35,17.4,0,0,0,0,183.1,6,2094,-7.72
c03c6200,DJG Sammy,Darren Sammy,T20I,2007-2017,68,52,18,587,42*,17.26,398,147.48,0,0,3,45,31,2007-2017,68,59,0,1116,44,May-26,25.36,7.31,20.8,1,1,0,0,152.4,0,1467,-8.1
c5d7b244,Mohammad Nadeem,Mohammad Nadeem,T20I,2015-2026,73,52,13,824,77*,21.12,796,103.51,0,3,2,52,21,2015-2026,73,60,0,1201,40,Apr-23,30.02,7.72,23.3,1,0,0,0,155.3,0,1624,-8.9
bbd41817,AD Russell,Andre Russell,T20I,2011-2025,86,75,24,1122,71,22,685,163.79,0,3,9,65,95,2011-2025,86,75,0,1919,61,Mar-19,31.45,9.42,20,0,0,0,0,203.3,0,2342,-9.45
0f721006,JO Holder,Jason Holder,T20I,2014-2026,93,65,19,789,38,17.15,577,136.74,0,0,9,47,51,2014-2026,93,89,0,2825,105,May-27,26.9,8.68,18.5,5,1,0,0,325.2,2,2889,-9.75
0f12f9df,NLTC Perera,Thisara Perera,T20I,2010-2021,84,74,22,1204,61,23.15,794,151.63,0,3,8,88,64,2010-2021,84,67,0,1717,51,Mar-24,33.66,9.34,21.6,0,0,0,0,183.4,1,2224,-10.51
62175638,Karim Janat,Karim Janat,T20I,2016-2025,75,56,11,759,56*,16.86,645,117.67,0,4,6,53,33,2016-2025,75,50,0,1161,42,05-Nov,27.64,8.22,20.1,0,1,0,0,141.1,0,1599,-10.78
bd4ea627,Faheem Ashraf,Faheem Ashraf,T20I,2017-2026,85,59,15,594,51,13.5,433,137.18,0,1,6,40,33,2017-2026,85,74,0,1539,61,Apr-23,25.22,7.87,19.2,2,0,0,0,195.3,1,1814,-11.72
1f3b9f8d,M Akayezu,Martin Akayezu,T20I,2021-2025,95,79,9,590,51,8.42,547,107.86,0,1,13,40,30,2021-2025,95,85,0,2028,93,04-Sep,21.8,7.99,16.3,3,0,0,0,253.4,3,2450,-13.38
3fa5672e,P Mishra,Piyush Mishra,T20I,2019-2025,59,49,5,591,55,13.43,491,120.36,0,3,5,39,44,2019-2025,59,55,0,1413,52,May-16,27.17,7.38,22,1,1,0,0,191.2,2,1631,-13.74
478a63e7,C Campher,Curtis Campher,T20I,2021-2026,70,60,9,1067,72*,20.92,857,124.5,0,4,5,86,31,2021-2026,70,53,0,1130,32,Apr-25,35.31,8.23,25.7,2,0,0,0,137.1,2,1707,-14.39
39e9f0c9,B Arora,Bhupinder Arora,T20I,2019-2024,56,51,9,826,66*,19.66,911,90.66,0,3,2,74,20,2019-2024,56,46,0,1001,29,Mar-20,34.51,8.04,25.7,0,0,0,0,124.3,0,1406,-14.85
